article_number,score,keyword1,keyword2,keyword3,keyword4,keyword5,message,model,temperature,max_tokens,top_p,frequency_penalty,presence_penalty,response
605386,1,이복현 금감원장, KB금융, 우리카드 행사, KB금융 회장 선임, 승계 절차,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,금융감독원장 이복현은 KB금융그룹 차기 회장 인선 절차에 공평성을 강조하며 업계 모범이 되기를 바란다고 밝혔다. 현재 KB금융은 차기 회장 후보군을 선정 중이며 허인 양종희 이동철 부회장과 박정림 총괄부문장이 가장 유력한 후보로 거론되고 있다. 이복현 원장은 KB금융의 노력에도 개선의 여지가 있다는 점을 발견하여 의견을 전달했다고 강조했다.
605380,3,KB금융, 금융지원 프로그램, 특별대출, 기업대출, 청구유예,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,KB금융은 장마철 자연재해 피해 대비를 위해 금융지원 프로그램을 가동한다고 밝혔다. 이번 지원은 특별대출 금리우대 보험료와 카드 결제대금 유예 등으로 구성되며 지원 대상은 장마철 호우 등으로 피해를 본 수재민이다. 추가로 KB금융은 대규모 피해 발생 시 해당 지역에 긴급 구호키트와 급식차 세탁차 등을 지원할 계획이다.
605339,1,이복현 금감원장, 채무감면, 서민 자금 공급, 우리카드, 임종룡 회장,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,이복현 금융감독원장은 '우리카드 상생금융 출시 기념 취약계층 후원금 전달 및 소상공인 간담회'에 참석하여 제2금융권에 취약계층에 대한 자금공급을 위축되지 않도록 노력해달라고 당부했다. 이같은 발언은 카드사들의 연체율 상승과 자금공급 위축 우려를 반영한 것으로 풀이된다. 우리카드가 상생금융 지원책을 내놓은 것을 계기로 다른 금융사들도 취약계층 지원에 나서 달라는 촉구가 이루어지고 있다.
605322,1,보험시장, 마케팅, 지원사업, 기부, 입지 확보,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,KB손해보험은 노인 교통안전을 위해 반짝반짝 캠페인을 진행하고 안전용품을 폐지수거 어르신들에게 전달했다. AXA손해보험은 국가서비스대상 자동차보험 부문 대상을 수상하여 고객들로부터 신뢰와 만족도가 높은 서비스로 인정받았다. 한화생명은 신설된 VIP 고객 서비스 기부금을 전달하는 행사를 개최하였고 NH농협생명은 집중호우로 피해를 입은 함평군을 현장 점검하고 복구 지원을 약속했다.
605313,4,후쿠시마 오염수, 금융당국, 소비자 불안감, 보험회사, 불건전 영업행위,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,금융당국이 후쿠시마 오염수를 악용한 보험사에 대해 엄정 대응하겠다고 밝혔다. 최근 일부 보험회사가 국내에도 방사성 물질이 전파된다는 주장으로 암 보험 가입을 권유했으며 금융당국은 이러한 불건전 영업행위를 중단시키기 위한 조치를 취했다. 또한 금융당국은 보험업계의 영업행위를 면밀히 모니터링하고 금융소비자보호법을 위반한 사항이 발견될 경우 엄중 조치할 것이라고 밝혔다.
605282,3,롯데카드, 유동성 확보, ABCP, ESG 프레임워크, KB국민은행,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,롯데카드가 3000억원 규모의 ABCP를 발행했다. 이번 발행은 신용카드 매출채권을 기초자산으로 설정하여 이루어졌으며 KB국민은행이 투자자로 참여했다. 발행된 자금은 저소득층에 대한 금융서비스 지원 목적으로 사용될 예정이다.
605265,3,케이뱅크, 미성년자, 선불전자지급수단, 서비스 정지 방법, 규제 방법,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,케이뱅크가 선불전자지급수단의 정지 절차에 대해 본사와 고객센터 간 불일치를 보인다. 케이뱅크는 대면 방문을 요구하는 반면 다른 은행은 비대면으로 정지 가능하다. 특히 미성년자의 도박 등 위험한 이용에 대한 규제 필요성이 제기되면서 케이뱅크는 분노와 비난을 받고 있다.
605261,4,대부업, 저신용자, 금융감독원, 불법 사금융, 연체율,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,지난해 말을 기준으로 대부업 이용자가 7만5000명 줄어 98만9000명으로 감소했다. 저신용자들은 대부업을 이용하지 못하고 불법 사금융으로 이동한 것으로 추정되며 대부업 이용자수는 약 15년 만에 100만명 아래로 떨어졌다. 대부업 대출잔액은 15조8678억원으로 줄어들었고 대부 수요는 담보 대출의 영향으로 계속해서 증가하는 추세이다. 하지만 연체율은 지난해 말엔 7.3%로 상승했으며 금융당국은 이에 대한 우려를 표명하고 대부업 이용 저신용층에 대한 금융 애로 해소와 불
605231,3,만 나이, 금감원, 보험나이, 금융불편 상담센터, 새 제도,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,윤석열 정부가 도입하려는 '만 나이 통일법'이 시행되면서 은행 서비스 이용에 따른 혼란이 예상되지만 은행권과 카드업계는 큰 혼선 없을 것으로 예상되며 금감원은 금융불편 상담센터를 설치하여 불편사항을 처리할 예정이다. 하지만 보험업권은 '보험나이'라는 별도의 개념을 사용하고 있기 때문에 유의해야 한다.
605204,3,영상통화, 금융위원회, 보험상품, 화재보험, 보험제도,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,금융위는 하반기부터 영상통화로만 보험에 가입할 수 있게 되며 일부 보험제도가 개편되어 소비자 편익이 증가될 것으로 예상된다. 이 개편으로 소비자는 영상통화를 통해 보험 설명을 듣고 동시에 보험 설명서 등을 확인할 수 있게 되었으며 보험회사는 보험상품과 연계한 물품 제공 범위가 넓어져 소비자 만족도를 높일 수 있게 되었다. 또한 보험상품 관련 비교·공시 항목도 개선되어 소비자의 보다 정확한 정보에 기반하여 선택할 수 있게 되었다.
605200,2,대환대출, 이자부담, 고객이탈, 카드업계, 플랫폼 업체,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,대환대출 플랫폼 입점을 준비하고 있는 카드사들이 부담을 느끼며 냉가슴을 앓고 있다. 이는 플랫폼 입점의 이점보다 고객을 빼앗길 우려와 중개수수료 부담 때문이다. 카드사들은 대환대출 비교 플랫폼에 입점을 검토하고 있지만 금리 경쟁력이 부족하고 부담이 크다는 이유로 고민하고 있다. 플랫폼 업체는 카드사 입점으로 데이터 축적과 중개수수료 수입이 가능해 유리한 시장 환경을 조성할 수 있다는 점에서 입점에 긍정적이다.
605196,1,사회공헌 활동, 이벤트, 지원, 서비스, 보험 시장,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,NH농협생명은 농촌일손돕기를 통해 영농가에 도움을 주고자 버섯농장을 방문한 반면 SGI서울보증은 IBK기업은행과 소상공인 자금경색을 해소하기 위한 파트너십을 구축했다. 한편 한화손해보험은 행정안전부와 안전문화 사회공헌활동에 참여하는 등 보험사들이 다양한 사회공헌 활동에 나서고 있다.
605191,2,현대카드, 신용등급, SI, 지위 평가, PLCC,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,현대카드는 세계 3대 신용평가사 S&P가 그룹 내 평가 지위를 4등급에서 3등급으로 상향 조정하고 신용등급 전망을 안정적으로 유지했다고 밝혔다. S&P는 현대카드의 차량 내 결제 서비스 사업과 현대차 및 기아와의 협업을 인정하며 평가했다. 현대카드는 친환경차 트렌드에 맞춘 전기차 신용카드 발급량도 증가하고 있으며 신용평가 등급은 BBB(Stable)을 유지했다.
605075,2,금융위원회, 숨은 보험금, 중도보험금, 서민금융진흥원, 휴먼보험금,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,금융위원회는 9월부터 '숨은 보험금 찾아주기 캠페인'을 실시할 계획이다. 현재까지 청구 및 지급되지 않은 보험금은 약 12조4000억원에 달하며 이에 대한 안내를 위해 보험사는 최신 주소로 보험계약자에게 우편으로 안내할 예정이다. 또한 휴면보험금의 서민금융진흥원 출연 시기를 1년 앞당기고 출연된 휴면보험금의 운영수익금은 취약계층 지원사업에 사용될 예정이다.
605076,4,신한은행, 시니어이동점포, NH농협은행, KB국민은행, 고객 편의,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,신한은행은 '찾아가는 시니어이동점포' 서비스를 시작하여 경로 불편한 양천어르신종합복지관을 방문해 금융업무와 보이스피싱 금융교육 등을 제공할 예정이다. NH농협은행은 ESG채권 '농업지원 소셜본드'를 발행하여 농업인 및 농업 부문에 대한 재정 지원에 전액 쓰이도록 했으며 KB국민은행은 한국씨티은행과의 업무 제휴 협약을 통해 씨티은행 고객에게 국민은행의 상품과 서비스 이용을 가능하게 했다.
605070,2,오토바이 보험, 배달, 금융감독원, 보호할인등급, 보험료 할인,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,금융감독원은 보험료 부담으로 인한 이륜차보험 가입률 저조로 인한 보장 사각지대 해소를 위해 이륜차보험료 산정체계 개선방안을 마련했다. 최초가입자 보호할인등급 신설과 단체할인·할증제도 등을 도입하여 보험료 부담을 완화하고 손해율이 좋은 법인에 대한 보험료 할인 혜택을 제공할 예정이다. 또한 시간제보험 판매사를 확대해 시간제보험 가입에 어려움을 겪는 이륜차 운전자도 보장받을 수 있도록 하겠다고 당국은 밝혔다.
605057,4,삼성페이, 유료화, 수수료, 카드사, 공동 마케팅 비용,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,삼성페이가 유료화 방향으로 나아가면서 삼성전자는 카드사들에게 수수료를 부과하고 일부 상쇄를 위한 상생 방안을 제안하고 있다. 이로 인해 카드사들은 수수료 부담을 회피하기 위해 혜택을 줄일 가능성이 높아지는 우려가 제기되고 있다. 구체적인 수수료율은 아직 협상 중이지만 카드사별 점유율과 결제 건수에 따라 낮은 수수료율이 적용될 것으로 예상되고 있다.
605041,5,NH, 보험, 농생통통, 앱, 힐링워킹,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,NH농협생명 KB손해보험 DB손해보험 등 보험사들이 입지 확보와 경쟁력 강화를 위해 다양한 마케팅과 프로모션을 추진하고 있다. NH농협생명은 농생통통 이벤트 개최와 소통문화 조성을 통해 직원들의 애로사항과 의견 교류를 촉진하고 있는 반면 KB손해보험은 보험 서비스 통합 앱 출시로 고객 편의성과 사용성을 강화하고 있다. 또한 DB손해보험은 힐링워킹 이벤트를 통해 건강과 금융서비스를 함께 제공하며 고객들의 신뢰를 얻고
605030,3,수협중앙회, 금융감독원, 자금세탁방지, 감사, ??,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,금감원은 수협중앙회의 자금세탁방지 업무 소홀을 지적하고 체계 개선을 요구했다. 수협은 적절한 기준 없이 문제를 현지 조치하고 자금세탁방지 검사를 부족하게 실시하였으며 인력 부족 문제와 독립적 감사 절차를 지적받았다. 또한 수협은 고객확인 업무의 점검 절차를 갖추지 않았고 위험평가모형 적정성과 의심거래 추출건 보고 등에도 미흡한 점이 있었다. 이를 통해 금감원은 개선을 요청하였다.
605024,5,수수료, 삼성페이, 유료화, 카드사, 소비자,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,삼성전자가 카드사에 삼성페이 수수료를 부과하고 일부 금액을 공동 마케팅 금액으로 지원하는 방안을 고려 중인 것으로 전해졌다. 이는 애플이 현대카드에 수수료를 부과한 것을 반영한 조치로 삼성전자와 카드사 간의 개별협상이 이어지고 있다. 이러한 유료화로 인해 카드사 수익성 악화와 소비자 혜택 감소가 우려되고 있다.
604983,3,보험, AIA생명, KB손해보험, 동양생명, 마케팅,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,AIA생명은 임직원과 함께 '노 플라스틱 한강 줍깅 행사'를 개최하여 환경 보호에 참여했고 KB손해보험은 이동의료차량을 유기동물 보호를 위해 기증했다. 또한 동양생명은 고객제도를 개편하고 우수고객에게 차별화된 서비스를 제공한다.
604978,3,KB국민은행, 디지털서비스, 공공 서비스, 앱, 은행사,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,KB국민은행은 앱 KB스타뱅킹의 'KB 월렛'에서 행정안전부 등의 공공서비스를 제공한다고 발표했다. 이에 따라 자동차 검사 예약과 인천국제공항 지도 등의 서비스가 이용 가능해졌으며 향후 더 많은 공공 서비스를 제공할 예정이다. 또한 카카오뱅크는 국세와 공과금 납부 서비스를 출시하고 산업은행은 'KDB스마트 오션인프라 펀드 프로그램'을 출시하여 해양물류 및 항만 등의 지원을 확대하고자 한다.
604957,4,DSR, 가계대출, 한국은행, 이자, 금리 인상,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,DSR(Debt Service Ratio)은 지난해 4분기에 이어 올해 1분기에도 40%를 넘어선 가계대출 상환액 대비 연 소득 비율로 나타났다. 이로 인해 가계대출 부실 신호가 커지고 있어 대출 리스크 관리가 필요한 상황이다. 금리 인상으로 인한 이자 부담이 늘어난 데다가 은행권의 가계대출 연체율과 고정이하여신비율도 상승세를 보여 가계대출 리스크 규모가 커지고 있다는 점을 알렸다.
604887,1,영상통화, 금융위원회, 화재보험, 보험상품, ,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,현대카드와 비자가 데이터 사업 협력을 위해 전략적 파트너십을 맺었다. 이를 통해 현대카드의 데이터 분석 솔루션을 비자의 글로벌 네트워크를 활용하여 해외에서 선보이고 두 회사가 데이터 상품 및 솔루션 개발에도 협력할 예정이다. 또한 현대카드와 비자는 다양한 분야에서의 협업을 강화하고 비자는 현대카드의 파트너사 데이터 동맹에 참여할 계획이다.
604875,2,예금보호한도, 금융위원회, 예금자보호법, 5000만원, 보험,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,금융당국은 연금저축 사고보험금 중소기업퇴직연금기금에 대해 각각 5000만원의 예금보호한도를 적용하기로 했다. 이로써 예금자는 5000만원까지 해당 자산을 보호받을 수 있게 되었다. 이번 조치로 예금자의 보호체계가 강화되었다.
604863,4,1020, KB국민카드, 노리2 체크카드, 플레이 버전, 생활편의,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,KB국민카드가 'KB국민 노리2 체크카드' 플레이 버전을 출시하여 생활편의 영역에서 할인 혜택을 제공한다고 밝혔다. 해당 카드는 커피 편의점 배달 등 10개 업종에서 일상 혜택을 받을 수 있으며 플레이형 발급 시 PC방과 패스트푸드점 할인 혜택도 추가로 제공된다. 또한 다양한 이벤트도 진행되며 게임이나 1020세대의 놀이 문화와 연계한 마케팅 활동을 전개할 예정이다.
604858,4,한덕수, 6.25전쟁 기념식, 자주국방, 한미일 안보 협력, 북한,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,한덕수 국무총리는 6‧25 전쟁 기념식에 참석해 자주국방 의지를 표명했다. 한덕수 총리는 북한의 거짓된 선의에 휘둘리지 않으며 강력한 자주국방으로 안보를 지키겠다고 밝혔다. 또한 한덕수 총리는 한미일 안보 협력의 중요성을 강조하며 한미일 3국간의 안보 협력을 더욱 단단하게 할 것이라고 말했다.
604848,3,청년도약계좌, 중도 해지, 적금담보대출, 청년희망적금, 금융감독원,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,금융당국이 최근 출시된 '청년도약계좌'의 중도 해지를 막기 위한 방안을 논의하고 있다. 이는 만기가 5년으로 긴 기간이기 때문에 가입자들이 중도 해지할 수 있는 우려가 있기 때문이다. 중도 해지를 포함한 청년희망적금과 관련된 연구 용역도 진행되고 있다.청년도약계좌의 중도 해지 방안에 대한 구체화된 방법은 아직 도출되지 않았으며 청년희망적금의 중도 해지자 비율이 증가하는 상황과 마찬가지로 청년도약계좌도 중도 해지 우려가 있다. 이에 대한 대책 마련이 금
604839,4,우리금융그룹, 스타트업, 협력 프로그램, 디노랩, 선발,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,우리금융그룹은 스타트업 협력 프로그램 '디노랩' 4기에 참여할 14개 업체를 선발했다. 전북은행은 취약계층 디지털 정보격차 해소를 위해 중고 PC 전달식을 실시했고 토스뱅크는 '알유넥스트 함께 응원하기 서비스'를 선보였다. 선발된 기업들은 무상 사무공간 사업협력 및 투자유치 기회를 제공받게 된다. 전북은행은 ESG 경영의 일환으로 중고 PC를 전달하였고 토스뱅크는 걸그룹 서바이벌 프로그램 '알유넥스트'를 응원할 수 있는 서비스를
604833,3,가맹점 수수료, 카드사, 금융서비스 수출, 해외진출, 동남아시아 시장,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,금융당국과 카드사들은 수익 다변화를 위해 해외진출을 독려하고 있다. 특히 동남아시아 시장을 새로운 성장 동력으로 보고 있으며 한국의 금융 및 보험 서비스 수출 규모가 저조한 것을 해외진출의 동기로 삼고 있다. 금융당국은 해외진출을 지원하기 위한 규제개선방안을 발표할 예정이며 국내 카드사들의 해외 법인들은 수익성을 높이기 위해 다양한 방법으로 동남아 시장에 진출하고 있다.
604805,2,외화예금, 엔화예금, 여유자금, 거주자외화예금, 증가 전환,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,국내 거주자 외화예금이 지난달 약 5개월만에 54억달러 증가하여 967억9000만달러로 늘어났다. 이는 지난해 12월 이후 감소세를 이어온 것을 반전시킨 결과이다. 주요 통화별로는 달러화예금과 유로화예금이 증가하였으며 엔화예금은 엔화 환율 하락에 영향을 받아 증가한 것으로 보인다.
604746,2,청년도약계좌, 정책금융상품, 금융위원회, 5부제, 가입제한 해제,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,청년도약계좌 가입에 대한 5부제 가입제한이 해제되면서 5시간 만에 약 13만명이 가입을 신청했다. 이로써 누적 가입 신청자는 약 55만명이 되었으며 신청자 수는 이전과 비교해 두 배 이상 증가한 것으로 나타났다. 이제 출생연도 끝자리와는 상관없이 11개 취급은행에서 가입 신청이 가능하다.
604736,3,주택담보대출, 은행권, 특례보금자리론, 한국은행, 부동산 경기,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,정부의 부동산 경기 부양책에 따라 주택담보대출이 이달에도 증가세를 보이고 있다. 이는 중앙은행의 긴축통화정책 종료가 알려지지 않은 상태에서도 빚을 내서 집을 사는 이들이 늘고 있음을 나타낸다. 하지만 한국은행은 부동산 시장 활성화에 의한 금융불균형 우려로 인해 긴축통화정책을 이어가는 상황이기 때문에 정부와 중앙은행 사이에는 엇박자가 형성되고 있는 것으로 보인다.
604723,4,하나은행, IBK기업은행, 신한은행, 청년 상생금융, 복지,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,하나은행이 경기도와 업무협약을 체결하여 청년 상생금융인 '경기청년 기회사다리금융'을 추진한다. IBK기업은행은 중소기업 근로자 자녀에게 장학금을 전달하고 신한은행은 발달장애인을 대상으로 체험형 금융교육을 실시한다. 이들은 각각 소외계층에 대한 지원과 자산관리 습관 형성을 목표로 한다.
604717,5,금감원, 워크숍, 금융사고, 내부통제, 은행권,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,금융감독원은 은행권 내부통제 업무 담당자와 함께 '2023년 상반기 은행권 내부통제 워크숍'을 개최했다. 이 워크숍은 금융사고 보고 활성화와 은행 내부통제 역량 강화를 목적으로 마련되었다. 금감원은 은행이 사고 발생 시 구체적 내용을 파악하고 중요한 사항은 금감원에 보고해야 한다고 요청했다.
604650,4,만 나이, 리치앤코, 웹툰, 문의, 보험료,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,보험 상품 대리점 리치앤코가 자사 웹툰 '보미의 일기'를 통해 보험 나이 궁금증을 해소하는데 도움을 줬다고 밝혔다. '만 나이 통일법' 시행으로 인해 보험료를 내리게 될 것으로 예상되어 가입자들의 관심이 증가했는데 리치앤코는 웹툰을 통해 이러한 궁금증을 해소하고 보험 정보를 제공했다. 리치앤코는 만 나이 시행에도 보험료 변동은 없다고 설명하며 보험 가입자들에게 조기에 부족한 보장을 보충하는 것이 좋다고 추천했다.
604647,2,신한카드, NH카드, 삼성카드, 카드출시, 서비스 개편,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,신한카드 삼성카드 NH농협카드가 각각 혜택을 강화한 카드 상품을 출시했다. 신한카드는 '신한카드 픽 선불' 시리즈로 애니메이션 '짱구는 못말려'의 디자인을 적용하고 NH농협카드는 여가 특화 상품인 '지금플레이' 카드를 출시했다. 또한 삼성카드는 청소년 전용카드 상품인 '삼성 iD 포켓(POCKET) 카드'의 서비스를 개편했다.
604643,2,청년도약계좌, 금융위원회, 5부제, 가입신청, 정책 금융상품,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,청년도약계좌의 5부제 가입 제한이 사라지며 청년은 이제 출생연도 끝자리와 관계없이 가입 신청을 할 수 있다. 청년은 매월 2주 동안 가입 신청이 가능하며 7월 가입 신청 기간은 3일부터 14일까지로 정해졌다. 청년도약계좌는 5년간 70만원을 매월 납입해 최대 5000만원의 목돈을 모을 수 있으며 11개 은행에서 취급된다. 또한 자금이 필요한 경우 적금담보대출을 고려하는 것을 추천하고 있다.
604641,5,금융당국, 금융사고, 책무구조도, 내부통제, 관리 의무,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,금융당국은 펀드 불완전판매 횡령 등의 금융사고가 발생한 경우 금융사 임원들의 내부통제 실패 책임에서 면책될 수 있는 기준을 마련하기로 결정했다. 이를 위해 금융위원회가 '금융회사 내부통제 제도개선 방안'을 발표하였으며 이를 통해 금융사 대표이사 및 임원들은 각자의 책무구조도를 작성하고 최종책임자를 지정해야 한다. 책무구조도에는 책무의 종류와 관리 의무가 명시되며 임원들은 내부통제 총괄 책임자로서 대표가 마련한 책무구
604624,5,비씨카드, 컬리카드, 적립금, 혜택, PLCC,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,컬리에 특화된 비씨카드의 전용 PLCC인 컬리카드가 발급 두 달 만에 3만좌를 돌파했다. 컬리카드는 컬리에서 결제 시 최대 12%까지 적립금을 쌓을 수 있으며 다양한 이벤트 및 혜택도 제공된다. 국내 및 해외 브랜드로 발급되며 여행 호텔 다이닝 등 다양한 특화 혜택을 제공하는 아멕스의 서비스도 이용할 수 있다.
604595,1,엘리뇨, 침수피해, 손해보험, 차보험, 폭우,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,보험사들은 엘니뇨 영향으로 올해 차량 침수 피해가 2500억원을 상회할 것으로 전망하고 있다. 작년에 이미 2147억원의 차량 침수 피해가 발생하여 이를 상회하거나 비슷한 수준의 피해가 예상된다. 엘니뇨 발생 확률이 높아지면서 폭우와 강수량의 증가로 인한 피해가 예상되고 있으며 보험사들은 피해 대비를 위해 준비하고 있다. 대형 손보사들의 자동차보험 손해율도 작년 집중호우로 인해 80%를 상회하며 악화된 상황이었다.
604585,2,혁신금융서비스, 금융위원회, 온라인 플랫폼, 가족카드, 신규지정,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,금융위원회는 21일 정례회의에서 20개의 혁신금융서비스를 신규 지정했다. 이 중 16개사는 예금상품 비교와 추천을 포함한 온라인 플랫폼 서비스로 소비자는 다양한 금융회사의 상품을 비교하고 추천받을 수 있다. 이에 따라 금융상품판매업 등록과 특례도 부여되었다. 또한 현대카드와 우리카드는 '미성년 자녀를 위한 카족카드 서비스'로 혁신금융서비스로 지정되었으며 대출모집인을 활용한 주택담보대출 비교 플랫폼 등 다양한 혁신금
604511,3,리치앤코, 부당승환계약, 과태료, 변액연금보험, 법인보험대리점,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,리치앤코 설계사들이 부당한 보험계약을 체결하고 부당승환계약을 실행한 것으로 적발되었다. 금융감독원은 이에 대해 9760만원의 과태료를 부과하고 설계사들에게도 과태료를 부과했다. 이러한 부당승환계약으로 인해 보험업 전반에 신뢰도에 흠집이 생겼다는 비판이 제기되고 있다.
604545,5,우리금융, 탈북아동, 대안학교, 신한은행, KB국민은행,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,우리금융그룹은 탈북아동 및 청소년 대안학교에 1000만원을 기부하는 전달식을 가졌다. 신한은행은 금융상품 비교 서비스를 오픈하고 KB국민은행은 병역명문가를 대상으로 우대 혜택을 제공한다.
